P,1571356800,5.0,0.0,0.05,0.98437515625
P,1571356800,7.5,0.0,0.35,0.7148466015625
C,1571356800,7.5,0.7,1.05,0.6171913281250001
C,1571356800,10.0,0.0,0.0,0.2500075
P,1573776000,5.0,0.15,0.4,1.2832067089843748
P,1573776000,7.5,0.0,0.7,0.500005
P,1573776000,10.0,2.6,3.0,1.2158242333984375
P,1573776000,12.5,0.0,0.0,1.0000000000000003e-05
P,1573776000,15.0,6.0,7.3,1.4296903515625
C,1573776000,2.5,5.2,6.4,2.42969142578125
C,1573776000,7.5,1.0,1.2,0.632816171875
C,1573776000,10.0,0.0,0.45,0.6191444335937502
C,1573776000,12.5,0.0,0.25,0.8164080859374999
C,1573776000,15.0,0.0,0.1,0.8710950390625
P,1582243200,5.0,0.15,0.4,0.7695335546875001
P,1582243200,7.5,0.9,1.2,0.6650424121093752
C,1582243200,7.5,1.45,1.75,0.63867548828125
C,1582243200,10.0,0.55,0.75,0.6044961425781252
C,1582243200,12.5,0.0,2.9,1.2460975195312498
