P,1573776000,5.0,0.1,0.4,0.72070591796875
C,1573776000,5.0,0.5,0.95,0.8984385156249999
P,1576800000,5.0,0.3,0.65,0.75586181640625
P,1576800000,7.5,2.05,2.45,0.726565234375
P,1576800000,10.0,3.1,3.9,1.0000000000000003e-05
C,1576800000,2.5,3.4,4.7,4.2304734619140625
C,1576800000,5.0,0.7,1.1,0.8105487695312499
C,1576800000,7.5,0.05,0.45,0.914063359375
C,1576800000,10.0,0.05,0.35,1.23047259765625
C,1576800000,12.5,0.0,0.0,0.500005
C,1576800000,15.0,0.0,0.7,1.97265638671875
C,1576800000,17.5,0.0,0.0,0.500005
P,1584662400,5.0,0.25,1.2,0.676761044921875
C,1584662400,2.5,2.45,4.0,1.3925811621093749
C,1584662400,5.0,0.95,1.4,0.7304714453125
C,1584662400,7.5,0.3,1.15,0.9589847851562499
C,1584662400,10.0,0.05,0.95,1.0693405908203126
C,1584662400,12.5,0.05,0.85,1.2148476757812499
C,1584662400,15.0,0.1,0.75,1.3339877050781246
